Insult,Date,Comment
0,20120610012628Z,so prompt state that he was go to releas his album in the first week of juli with or without the assist of his label regardless of all the promot and market and what not he was go to releas his final lp at interscop and he was adam about it that about week from now in week artist almost alway have out at least the first two singl of an album and the tracklist with featur and product this mother fucker still doe not even have a fuck titl ! an album alleg due in week without a singl tracklist produc album art and a goddamn titl fuck these video if you realli care about hip hop and your fan like you claim you do you would focus on your fuck album
0,,get a brain transplant see sens granni
0,,p i do agre on herrera i love the way he play ball you realiz next year we may have jenkin jhc foster and herrera as our start
0,,do not ever say amazabal ever again
0,20120529204501Z,whi are you yell ? you made bro ?
1,20120611071318Z,weak ass nigga doe you can hit a weak bitch and not even defend yoself against anoth strong bitch (although it was an awe big ass strong ass bitch) but so what !
0,20120527231043Z,miami first excus on the airplan home nwe were without bosh
0,20120515153348Z,you left off the bro
0,20120620012644Z,<p>accord to member of the australian communiti he is not the onli molest to end up in the unit state after australian communiti leader fail to report them to legal author other molest fled the countri more recent as suspicion of abus fell on them communiti member say it is said that they frequent the same american internet site as nanabozoh r n<p>the forward has learn that at least two suspect molest from the australian jewish communiti are live in the unit state while they are under investig in australia r n<span style = > r n r nread more : <span>&nbsp;< span><a href = >< a>< span>
0,,the rogu make an empti face doe not understand what a dog want free is not give up he tri harder pull jetro sleev and point his nose at vlad
0,,si la gent paga euro para probar un juego pue a ti que mierda te importa n n n nasi cuando salga el juego pue los que compramo esa beta opinaremo del juego n n n nya sabe comprar probar dar opinion eso que suel hacer la gent no como tu que defendia al swtor ni tenia beta ni tenia juego y ni tenia nada que ere como los politico te sueltan una charla de hora y no dice basicament nada asi era tu con el swtor n n n n n n n nmiro y ni review ni opinion ni nada ere un troll penoso
0,,manu was clear by doctor for minor basketbal work with his hand
0,20120620141559Z,not to mention all the lame brother in - law she will be get
0,20120620131711Z,i will stick a tea bag up your azz
0,,disgrac mother whi did you bother have a babi ? it is like have a new accessori not a babi
0,,i am a strong woman not a trong black woman i wo not be do everyth all alon whi do you think men are here ? to get thing from the top shelf and open jar i am cautious of everyth i do becaus their are some thing that can be prevent
0,20120610140422Z,they did describ the color of the gun
1,20120610111806Z,fuck your god
1,20120502120200Z,are you retard ? the famili are su hustler becaus they did not want those pictur publish tri read the stori proper befor accus a famili of cash in on their dead relat
0,20120610141709Z,no u i hay th xe u t k - pop ko u a u ng u xea u h xe m m xf u nh u b mj ? ? ? co u u n co u ho u c n xean fa u t bi xea u u cho co u mu xf u i ti u u i a u nhi u n la u i ba u n th xe n tr u b u a u c khi no u i ra xf nhu u c c u chuy a u n v u n ho u a sao ? ? ? = ]]~ chi u bik nhi u n m u u t ti xeau c u b u c va u u em ra xi u xo u ti u ch c u b u c ko co u sao ? ? ? c xf ng b u u ng u em u xe u h xea u t r xf u i ? ? ? chi u bik u em ct xf i ra xi u xo u fan of n~ nho u m kha u c thi u sao ? ? ? vip sone nhi u u nho u m kha u c n u b u a ho u ko cu xf u g idol of ho u sao ? ? ? m u a u i u xe y co u n u a u i nha u c h xf u i vi xea u t - ha u n gi u a u la u i u em ra soi mo u i ? na u o ho u co u ch xe u t xa u m ko v xe u y ? ? ? ma u th xf i cu u ng chi u u u b u ng vi u con s u la u m r u u n xd u i canh ma u suy nghi u wa u nhi u u m u u c k xea u va u p u a nhau u i a u = ]]~
1,20120612144635Z,she would do anyth for her littl girl u baster u dont kno shit
1,20120610021448Z,fuck you luther abel
0,20120612020801Z,life motherfuck lmfao get me everi time
1,20120612023340Z,omg now i feel sorri for you that was just pit nenough tri to convers with trailer park formaldehyd damag brain nstep outsid onc and a while peopl
0,20120610152838Z,yup obama chang is hard huh ? you nbever thought that this mani american care for their countri the way they do true american will never convert to communism punk
0,20120530144254Z,les grossman npacker fan are butt hurt that whi n minut ago
0,,you certain are as right wing as they come are not you ? way to blow your own cover do you know what romney best qualiti is ? he not obama for someon who lectur on gender toler you sure like to bash other religion i thought i smell a hypocrit in our midst
0,20120609232653Z,uncoololga nigga pleas i am a girl you are a dog jaden is mine
0,20120619164609Z,notic the cricket chirp in respons to my question tideland the more i chase these two the more they run away perhap becaus they have no idea what they are talk about
1,20120610150818Z,lol you moron think im black ? nope im same like you boeti onli think is i hate you racist batard : )
0,20120530030057Z,do not give up billi - you were so close
0,20120610003518Z,hahahahahahahaha ! ! ! ! ! ! ! ! ! hahahahahaha ! ! ! ! good one porno i use to think somewhat like him when i was young pretti insan huh ?
0,20120619002607Z,kennedi where sure man whore
0,20120610024150Z,you are wonder just the way you are !
0,20120503002117Z,trust me - she is a bitch - and awesom - and cool - and opinion - and strong - and not afraid of be judg - and beauti she for real what you see is what you get not some cardboard superfici bullshit hope you like this type of blog entertain who put my blog will melt your face off but still get laugh and vote ? r nit entertain and what you expect from typic design blog (aka : edu - tainment) r n r ni think it good i love it (and i do not know shit about design)
